Date,Description,Amount
10/25/2024,AplPay KITCHEN VALLENEW YORK            NY,27.14
10/25/2024,AplPay SEAMLSS*NANCYNEW YORK            NY,31.21
10/25/2024,AplPay SUNNY HAWA INNew York            NY,16.33
10/25/2024,NETFLIX.COM         866-579-7172        CA,16.86
10/25/2024,UBER,63.07
10/24/2024,AplPay SUNNY HAWA INNew York            NY,16.88
10/24/2024,BAKER HEALTH MEDICINBROOKLYN            NY,25.00
10/24/2024,UBER,32.98
10/24/2024,UBER,45.93
10/23/2024,"AplPay ARC CARNEGIE,NEW YORK            NY",10.17
10/23/2024,AplPay CVS/PHARMACY NEW YORK            NY,6.09
10/23/2024,AplPay CVS/PHARMACY NEW YORK            NY,9.35
10/23/2024,AplPay NYCT PAYGO   NEW YORK            NY,2.90
10/23/2024,AplPay NYCT PAYGO   NEW YORK            NY,2.90
10/23/2024,MANUAL              LONDON              GB,259.06
10/22/2024,"AplPay ARC CARNEGIE,NEW YORK            NY",10.17
10/22/2024,AplPay SMOKE SCENE  NEW YORK            NY,4.53
10/22/2024,AplPay SMOKE SCENE  NEW YORK            NY,22.65
10/22/2024,BAKER HEALTH MEDICINBROOKLYN            NY,150.00
10/22/2024,UBER,15.97
10/21/2024,AplPay BAYA BAR     New York            NY,27.15
10/21/2024,PICK A BAGEL 4368455NEW YORK            NY,1.75
10/21/2024,UBER,4.57
10/21/2024,UBER,29.67
10/20/2024,AplPay 7-ELEVEN 3647NEW YORK            NY,6.51
10/20/2024,AplPay DUANE READE #NEW YORK            NY,14.69
10/20/2024,AplPay GRISTEDES    NEW YORK            NY,3.89
10/20/2024,UBER,30.49
10/20/2024,X CORP. PAID FEATURESAN FRANCISCO       CA,8.71
10/19/2024,AplPay BLACK PHOENIXNew York            NY,34.84
10/19/2024,AplPay DRIP COFFEE MBrooklyn            NY,6.81
10/19/2024,AplPay NYCT PAYGO   NEW YORK            NY,2.90
10/19/2024,AplPay NYCT PAYGO   NEW YORK            NY,2.90
10/19/2024,UBER,36.77
10/18/2024,AplPay CVS PHARMACY BROOKLYN            NY,18.79
10/18/2024,AplPay DIANA TEETER New York            NY,32.66
10/18/2024,AplPay DRIP COFFEE MBrooklyn            NY,9.62
10/18/2024,AplPay LEVY@2Javits New York            NY,8.00
10/18/2024,AplPay NYCT PAYGO   NEW YORK            NY,2.90
10/18/2024,AplPay NYCT PAYGO   NEW YORK            NY,2.90
10/18/2024,AplPay SP EVAN SCOLAWORCESTER           MA,6.00
10/18/2024,TST* HAV & MAR 00081MANHATTAN           NY,74.05
10/18/2024,UBER,30.19
10/17/2024,AplPay LEVY@2Javits New York            NY,12.50
10/17/2024,AplPay LEVY@2Javits New York            NY,23.00
10/17/2024,AplPay NYCT PAYGO   NEW YORK            NY,2.90
10/17/2024,CUSTOM HOUSE        BROOKLYN            NY,24.65
10/16/2024,AplPay TST* VINEAPPLBROOKLYN            NY,8.53
10/16/2024,AplPay TST* VINEAPPLBROOKLYN            NY,10.48
10/16/2024,Interest Charge on Pay Over Time Purchases,152.52
10/16/2024,NYCDOT PARKNYC      LONG ISLAND C       NY,25.05
10/16/2024,OPENAI *CHATGPT SUBSSAN FRANCISCO       CA,21.78
10/16/2024,TST* DELLAROCCOS 000BROOKLYN            NY,27.05
10/15/2024,AplPay CVS PHARMACY BROOKLYN            NY,5.72
10/15/2024,AplPay CVS PHARMACY BROOKLYN            NY,26.28
10/15/2024,AplPay TST* VINEAPPLBROOKLYN            NY,6.44
10/15/2024,UBER,19.94
10/14/2024,DELTA AIR LINES     ATLANTA,50.00
10/14/2024,SQSP* INV153659509  NEW YORK            NY,28.29
10/13/2024,AplPay TST* ROSE ESTSALT LAKE CITY      UT,17.26
10/13/2024,TST* LAKE EFFECT - NSALT LAKE CIT       UT,97.20
10/13/2024,UBER,51.90
10/12/2024,AplPay LIME*PASS LRYSAN FRANCISCO       CA,8.61
10/12/2024,AplPay TST* ROSE ESTSALT LAKE CITY      UT,18.99
10/12/2024,AplPay UBER EATS    help.uber.com       CA,61.71
10/12/2024,AplPay WALGREENS    SALT LAKE CITY      UT,46.96
10/12/2024,TST* LAKE EFFECT - NSALT LAKE CIT       UT,38.99
10/12/2024,UBER,22.19
10/11/2024,AplPay UBER EATS    help.uber.com       CA,33.27
10/11/2024,AplPay WALGREENS #19SALT LAKE CIT       UT,4.09
10/11/2024,AplPay WALGREENS #19SALT LAKE CIT       UT,4.32
10/10/2024,AplPay LIME*PASS LRYSAN FRANCISCO       CA,8.61
10/10/2024,AplPay LIME*PASS LRYSAN FRANCISCO       CA,14.00
10/10/2024,AplPay SALT LAKE SOUSALT LAKE CIT       UT,49.51
10/10/2024,AplPay STATE LIQUOR SALT LAKE CITY      UT,17.23
10/10/2024,AplPay TST* ROSE ESTSALT LAKE CITY      UT,13.14
10/10/2024,HARMONS - CITY CREEKSalt Lake City      UT,11.70
10/09/2024,AplPay LAAN NA THAI West Valley City    UT,13.69
10/09/2024,AplPay LIME*RIDE LRYSAN FRANCISCO       CA,4.05
10/08/2024,AplPay LIME*PASS LRYSAN FRANCISCO       CA,14.00
10/08/2024,AplPay LIME*RIDE LRYSAN FRANCISCO       CA,3.61
10/08/2024,AplPay LIME*RIDE LRYSAN FRANCISCO       CA,4.62
10/08/2024,AplPay SLC Blue LemoSALT LAKE CITY      UT,3.11
10/08/2024,AplPay TST* TAMARINDSALT LAKE CITY      UT,17.70
10/08/2024,AplPay UBER EATS    help.uber.com       CA,3.00
10/08/2024,UBER,28.51
10/08/2024,UBER,57.31
10/07/2024,AplPay SHOPRITE LQRSLYNDHURST           NJ,49.56
10/07/2024,AplPay SHOPRITE LYNDLYNDHURST           NJ,36.14
10/07/2024,BAKER HEALTH 00-0804CLIFTON             NJ,150.00
10/07/2024,DRINK WYNK 332000000LANDENBERG          PA,82.06
10/07/2024,UNVRS* KARATE COMBA.SAN FRANCISCO       CA,60.70
10/06/2024,AplPay KOHL'S       CLIFTON             NJ,34.99
10/06/2024,AplPay SHOPRITE LYNDLYNDHURST           NJ,15.60
10/06/2024,BAKER HEALTH 00-0803EDGEWATER           NJ,25.00
10/06/2024,BEEPTO LLC          NEW YORK            NY,20.00
10/06/2024,LOOM SUBSCRIPTION   SAN FRANCISCO       CA,20.00
10/06/2024,SHOT IN TH* SHOTINTHBARRIE,50.98
10/05/2024,AplPay STARBUCKS STOEDGEWATER           NJ,10.49
10/05/2024,EXXONMOBIL 9890     NORTH BERGEN        NJ,7.00
10/05/2024,NYCDOT PARKING METERLONG ISLAND C       NY,4.50
10/04/2024,MAX                 NEW YORK            NY,9.99
10/03/2024,AplPay PLAYA BOWLS -RUTHERFORD          NJ,15.94
10/03/2024,BAKER HEALTH 00-0803EDGEWATER           NJ,25.00
10/03/2024,TURO INC.* TRIP OCT SAN FRANCISCO       CA,210.69
10/02/2024,DELTA AIR LINES,614.00
10/01/2024,ONLINE PAYMENT - THANK YOU,-4000.00
09/30/2024,AUTOPAY PAYMENT - THANK YOU,-256.51
09/30/2024,AplPay DELTA 0000   LYNDHURST           NJ,1.50
09/30/2024,DELTA 0000          LYNDHURST           NJ,24.04
09/30/2024,OPENASSISTANTGPT    SAINTE-CATHERINE-DE-,9.00
09/29/2024,AplPay DTW 1175A ForDetroit             MI,4.76
09/29/2024,UBER,76.35
09/29/2024,WIFIONBOARD         CHICAGO             IL,4.95
09/28/2024,AplPay THE SCHVITZ  Detroit             MI,40.00
09/28/2024,MANUAL              LONDON              GB,267.28
09/28/2024,SQSP* INV151609413  NEW YORK            NY,7.84
09/28/2024,TOCORORO 54550000172877-8144102         MI,104.29
09/28/2024,UBER,5.00
09/28/2024,UBER,16.97
09/28/2024,UBER,19.02
09/28/2024,UBER,20.81
09/27/2024,UBER,5.00
09/27/2024,UBER,5.00
09/27/2024,UBER,10.00
09/27/2024,UBER,13.63
09/27/2024,UBER,15.81
09/27/2024,UBER,21.22
09/26/2024,SQSP* INV151282276  NEW YORK            NY,25.00
09/26/2024,UBER,6.48
09/26/2024,UBER,25.93
09/26/2024,UBER,46.50
09/26/2024,WORDPRESS N439LYTHL1SAN FRANCISCO       CA,40.00
09/25/2024,NETFLIX.COM         866-579-7172        CA,16.86
09/24/2024,AplPay 749 - WHSMITHNEWARK              NJ,3.69
09/24/2024,AplPay DTW STARBUCKSDETROIT             MI,5.94
09/24/2024,AplPay TIMENEWSST263DETROIT             MI,26.49
09/24/2024,UBER,97.38
09/24/2024,WIFIONBOARD         CHICAGO             IL,4.95
09/23/2024,AplPay AIRBNB * HMPASAN FRANCISCO       CA,519.87
